2022-09-21 17:14:07,635 INFO  Logger.cs: 70 - 
2022-09-21 17:26:49,745 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:28:00,232 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-09-21 17:28:01,460 INFO  ExportHelperExtension.cs: 347 - Creating joint FR_Wheel
2022-09-21 17:28:01,460 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:28:01,461 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:28:01,461 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:28:01,474 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:28:01,474 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:28:01,474 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:28:01,475 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:28:02,096 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child FR_Wheel failed
2022-09-21 17:28:02,100 INFO  ExportHelperExtension.cs: 347 - Creating joint BR_Wheel
2022-09-21 17:28:02,100 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:28:02,100 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:28:02,101 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:28:02,115 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:28:02,116 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:28:02,116 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:28:02,116 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:28:02,717 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child BR_Wheel failed
2022-09-21 17:28:02,722 INFO  ExportHelperExtension.cs: 347 - Creating joint FL_Wheel
2022-09-21 17:28:02,722 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:28:02,722 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:28:02,723 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:28:02,735 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:28:02,735 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:28:02,736 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:28:02,736 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:28:03,371 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child FL_Wheel failed
2022-09-21 17:28:03,376 INFO  ExportHelperExtension.cs: 347 - Creating joint BL_Wheel
2022-09-21 17:28:03,376 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Frame
2022-09-21 17:28:03,377 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2022-09-21 17:28:03,377 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2022-09-21 17:28:03,390 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-09-21 17:28:03,390 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-09-21 17:28:03,391 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-09-21 17:28:03,391 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-09-21 17:28:04,027 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Frame to child BL_Wheel failed
2022-09-21 17:28:04,122 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HitBox
2022-09-21 17:28:04,123 INFO  ExportHelperExtension.cs: 1136 - Found 30 in HitBox
2022-09-21 17:28:04,123 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in HitBox
2022-09-21 17:28:04,124 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-21 17:28:04,124 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-09-21 17:28:04,124 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from HitBox.stp-1
2022-09-21 17:28:04,125 INFO  ExportHelperExtension.cs: 1136 - Found 27 in HitBox.stp-1
2022-09-21 17:28:04,125 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in HitBox.stp-1
2022-09-21 17:28:04,125 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HitBox
2022-09-21 17:28:04,126 INFO  ExportHelperExtension.cs: 1136 - Found 30 in HitBox
2022-09-21 17:28:04,126 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HitBox
2022-09-21 17:28:04,127 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-21 17:28:04,127 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-09-21 17:28:04,127 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from HitBox.stp-1
2022-09-21 17:28:04,128 INFO  ExportHelperExtension.cs: 1136 - Found 27 in HitBox.stp-1
2022-09-21 17:28:04,128 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in HitBox.stp-1
2022-09-21 17:28:04,181 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-09-21 17:30:15,168 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
